concept_uri,preferred_label,description
http://data.europa.eu/esco/skill/5920a9f6-1f49-400e-a895-a912b46658c7,sich auf ein Gebiet der Geschichte spezialisieren,"Spezialisierung auf ein bestimmtes Gebiet der Geschichte, Erforschung von Themen, die für Sammlungen relevant sind, Festlegung, welche Objekte beibehalten oder erworben werden sollten und wie sie erhalten und ausgestellt werden sollten."
http://data.europa.eu/esco/skill/592188c6-7212-47bb-ba58-f9361026addc,Heizkessel installieren,"Installation von Heiz-, Lüftungs-, Klima- und Kühlanlagen, die Wasser aufheizen und in einem geschlossenen Kreislauf zirkulieren lassen, um die Wärme in einem Gebäude zu verteilen. Anschluss des Heizkessels an eine Brennstoff- oder Stromquelle und an das Umwälzsystem. Anschluss an die Wasserversorgung, wenn die Anlage über ein automatisches Füllsystem verfügt. Konfigurieren des Kessels."
http://data.europa.eu/esco/skill/5924a1a6-507a-43bf-8609-23840e59dfd7,Erscheinungsbild des Fahrzeugs pflegen,"Pflegen des Erscheinungsbilds des Fahrzeugs durch Waschen, Säubern und Durchführung kleinerer Einstellungen und Reparaturen."
http://data.europa.eu/esco/skill/5927864c-0486-442f-9aa0-617a89c727f0,Gewicht von Ladungen entsprechend der Kapazität der Hebezeuge koordinieren,"Koordinieren des Gewichts von Ladungen, um eine Überlastung und ein Ungleichgewicht beim Hebezeug zu verhindern."
http://data.europa.eu/esco/skill/592bb88c-c063-48a7-9dca-c81f37f724a5,bei Vergiftungen beraten,"Beratung von Patienten oder sonstigem medizinischem Personal, wie Überdosierungen und Vergiftungen so effizient wie möglich behandelt werden können."
http://data.europa.eu/esco/skill/5938b23f-1b19-46fa-95b7-6cff0e1d10f3,Drainagebrunnenanlagen bauen,"Installation von Systemen, die sich in Wohnanlagen sowie in öffentlichen Anlagen, z. B. auf Straßen und auf Dächern von öffentlichen Gebäuden, befinden und die dazu dienen, überschüssiges Wasser aus diesen Bereichen abzuleiten. Sie dienen als Unterstützung bei der Abführung von Hochwasser, sie führen Regenwasser ab und mindern Risiken infolge schwerer Stürme und leiten das unbehandelte Wasser anschließend in die Natur ab."
http://data.europa.eu/esco/skill/59429f7f-8b95-4094-b1cf-97cbb556f03d,partizipative Entscheidungsfindung,"Der Prozess, bei dem die Verantwortung für die in einer Organisation getroffenen Entscheidungen in einer offenen, transparenten und integrativen Weise an alle Beteiligten weitergegeben wird.
   "
http://data.europa.eu/esco/skill/5944cee9-763e-4b08-99e4-f514bdde14a6,Arten gefährlicher Abfälle,"Die verschiedenen Arten von Abfällen, die Risiken für die Umwelt oder die öffentliche Gesundheit und Sicherheit in sich bergen, wie radioaktive Abfälle, Chemikalien und Lösungsmittel, Elektronik und quecksilberhaltige Abfälle."
http://data.europa.eu/esco/skill/594690e1-d69b-4f99-b1d0-ee4523521162,Maschinen von Abfallstoffen säubern,"Säubern von Maschinen von Abfallstoffen unter Einsatz geeigneter Geräte oder Vorrichtungen, um einen reibungslosen Betrieb zu gewährleisten, Unfälle zu verhindern und einen sauberen Arbeitsplatz zu erhalten."
http://data.europa.eu/esco/skill/594a002c-de7a-4805-8cb9-a4c6283b61c3,Gemeinschaftsinitiativen integrieren,"Integration von Gemeinschaftsinitiativen in Naturschutzprojekte, um Wissen sowie soziale und emotionale Aspekte des Lernens und des Engagements einzubeziehen."
http://data.europa.eu/esco/skill/594af385-cc60-4dae-a7a0-305e68ac4024,Herz-Lungen-Maschine bedienen,"Einsatz von Herz-Lungen-Maschinen, um Blut und Sauerstoff durch den Körper des Patienten zu pumpen. Gewährleisten, dass Patienten vor einer Operation sicher und ordnungsgemäß an die Maschine angeschlossen sind. Bedienung der Herz-Lungen-Maschine während der Operation und Überwachung der Vitalfunktionen des Patienten. Trennen der Maschine vom Patienten nach der Operation."
http://data.europa.eu/esco/skill/594bd121-9614-4e87-9ecf-6ccb95507efe,Risikoabschätzung erstellen,"Abschätzung von Risiken, Unterbreitung von Verbesserungsvorschlägen und Beschreibung der auf organisatorischer Ebene zu treffenden Maßnahmen."
http://data.europa.eu/esco/skill/59607bec-a5c3-42a8-90ee-ded24c6f2247,Verkehrszeichen-Instandhaltungsarbeiten ausführen,"Installation und Sicherung von Verkehrszeichen und ihr Austausch, falls erforderlich. Instandhaltung von Verkehrsampeln durch Lösung von Problemen, Austausch von Glühbirnen und Reinigung der Glasabdeckung. Kontrolle von Telematiksystemen auf ihre ordnungsgemäße Funktion."
http://data.europa.eu/esco/skill/596632c8-6739-46e8-b541-d9fd69ee5ba9,Gottesdienst durchführen,"Abhalten der Riten und Traditionen im Rahmen eines Gottesdienstes und Leitung des Gottesdienstes, z. B. Predigten halten, Psalmen und Schriften lesen, Hymnen singen, die Eucharistiefeier vornehmen und andere Zeremonien durchführen."
http://data.europa.eu/esco/skill/59669d0b-30fc-4c29-acb7-c80c96573ce1,die künstlerische Praxis auf dem Laufenden halten,Über neue Trends auf dem Laufenden sein und Anwendung dieser Trends in der künstlerischen Praxis.
http://data.europa.eu/esco/skill/5966d07c-0242-43ad-b2e8-839031a084d9,Laborergebnisse aufgreifen,"Analyse von Laborergebnissen und Anwendung dieser Ergebnisse durch Anpassung des Produktionsprozesses. Berichterstattung, Überprüfung und ggf. Ergreifen geeigneter Maßnahmen."
http://data.europa.eu/esco/skill/596d7f27-5676-4a86-a6a8-bddc98eb6a4c,menschliches Ohr,"Aufbau, Funktion und Merkmale des Außen-, Mittel- und Innenohrs, durch das Geräusche der Umgebung an das Gehirn übertragen werden."
http://data.europa.eu/esco/skill/597d6a3a-0283-4945-8001-4719d210433d,Planierraupen bedienen,"Bedienung einer Planierraupe oder einer Planiermaschine, bei der es sich um ein schweres Baufahrzeug handelt, das mit einer Art Schaufel ausgestattet ist, die dazu dient, Erde, Schutt oder sonstiges Material über den Boden zu bewegen."
http://data.europa.eu/esco/skill/59849bc2-6b37-4927-bdc8-c8cf9d44abed,Werkzeuge für Schuhreparaturen nutzen,"Verwendung von Hand- und Elektrowerkzeugen, z. B. Ahlen, Hämmer, automatische Doppelmaschinen, Absatznagelmaschinen und Nähmaschinen, für die Reparatur und Instandhaltung von Schuhen, Gürteln und Taschen."
http://data.europa.eu/esco/skill/5986140f-daac-4a44-9c77-756db279e3ac,Traumata mit chirurgischen Mitteln behandeln,Behandeln von Traumata wie Verletzungen des Muskel-Skelett-Apparats sowie von Hand- und Kopfverletzungen unter Übernahme der Verantwortung in allen Phasen der Behandlung des verletzten Patienten.
http://data.europa.eu/esco/skill/598a1b3c-828e-494c-a034-3cbc136ca929,nationale Vorschriften für den Frachtumschlag,Nationale Vorschriften für das Be- und Entladen von Fracht in inländischen Häfen.
http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,SQL,Die Computersprache SQL ist eine Abfragesprache für den Abruf von Informationen aus einer Datenbank und aus Dokumenten. Sie wird vom American National Standards Institute und der Internationalen Organisation für Normung entwickelt.
http://data.europa.eu/esco/skill/5996d5a6-1100-4138-bf57-ef82240bf37e,verdeckte Ermittlungen durchführen,"Durchführen von Ermittlungen in einer Weise, die den privaten und verdeckten Charakter der Operation gewährleistet, und Sicherstellen, dass der Ermittler nicht von einer Partei entdeckt wird, die einen negativen Einfluss auf die Ermittlung ausüben könnte."
http://data.europa.eu/esco/skill/59996d1a-f073-4563-a0fe-69d9542b8ce8,Lotterieausrüstung,"Lotteriematrizen und Wettsysteme, bei denen Wetten in einem Pool zusammengefasst werden. "
http://data.europa.eu/esco/skill/59998878-fa14-458a-9085-06b45e89df1b,Arten von Wärmepumpen,"Verschiedene Arten von Wärmepumpen, die zur Erzeugung von Heizung, Kühlung und Warmwasser verwendet werden, indem eine Energiequelle mit niedriger Temperatur genutzt und auf eine höhere Temperatur gebracht wird.
	"
http://data.europa.eu/esco/skill/599a908b-83be-4822-afa2-a5a30f668771,Auktionsvereinbarung aufsetzen,Aufsetzen eines zwischen dem Auktionator und dem Verkäufer geschlossenen Vertrags; Aufführen der Vertragsbedingungen sowie der Rechte und Pflichten der Vertragsparteien.
http://data.europa.eu/esco/skill/599b2e75-00e8-482f-9335-b2f9aca415f1,Feststellungen aus Lebensmittelkontrollen im Einzelhandel auswerten,"Auflisten, Verarbeiten und Auswerten der im Rahmen von Lebensmittelkontrollen in Supermärkten oder in Einzelhandelsgeschäften gesammelten Daten."
http://data.europa.eu/esco/skill/599c3e57-1874-45e8-a83c-8ca2171b5e82,Erwerb des mündlichen Sprachgebrauchs beaufsichtigen,"Unterrichtung des aktiven Erwerbs von Fremdsprachen mit Schwerpunkt auf dem mündlichen Sprachgebrauch und Beurteilung der Fortschritte der Schüler im Hinblick auf Aussprache, Vokabular und Grammatik durch mündliche Prüfungen und Aufgaben."
http://data.europa.eu/esco/skill/59a0d9cc-ab3e-41e6-87c5-d851c04a072c,Beziehungen zu Ärzten pflegen,"Kommunikation mit Ärzten zur Klärung etwaiger Missverständnisse bei Verschreibungen, Indikationen usw."
http://data.europa.eu/esco/skill/59a317ae-8b75-4ee3-9942-cceb10b39d4a,Elektronikmaterial überprüfen,"Überprüfung von Elektronikmaterial auf Schäden, Feuchtigkeit, Verlust oder andere Probleme vor der Verwendung des Materials."
http://data.europa.eu/esco/skill/59a8086b-59b3-4e88-9341-21d7fb693b89,Verhandlungen moderieren,"Beaufsichtigung der Verhandlungen zwischen zwei Parteien als neutraler Zeuge, um sicherzustellen, dass die Verhandlungen auf eine freundliche und produktive Art und Weise geführt werden, dass ein Kompromiss erzielt wird und dass alles im Einklang mit den Rechtsvorschriften steht."
http://data.europa.eu/esco/skill/59ac89d7-12bb-470d-818b-222963d1c357,Gujarati sprechen,Mündliches Kommunizieren in Gujarati.
http://data.europa.eu/esco/skill/59ad10b1-6f71-4dd4-ad1f-a1fdf68bc2fb,professionelle Verantwortung zeigen,"Sicherstellen, dass andere Mitarbeiter und Kunden respektvoll behandelt werden und dass jederzeit eine entsprechende Haftpflichtversicherung vorhanden ist."
http://data.europa.eu/esco/skill/59b2d857-dd1c-4596-925e-219c0ebf9c5d,Empfangsbereich pflegen,"Sorge tragen für einen gepflegten Empfangsbereich, um Gästen und Besuchern ein positives Bild zu vermitteln."
http://data.europa.eu/esco/skill/59b4f49d-a82a-4206-ba93-3e423640de22,Kosmetiksalon-Management,"Managementaspekte eines auf Kosmetik ausgerichteten Geschäfts, z. B. Leitung, Organisation und Kommunikation."
http://data.europa.eu/esco/skill/59bfa2b4-c5e0-44d6-afe2-991d173516ba,Arten von Aufzügen,"Verschiedene Arten von Aufzügen auf der Grundlage ihrer Betriebsweise, z. B. hydraulisch angetriebene Aufzüge. Verschiedene Aufzugssysteme und Aufzugskonfigurationen."
http://data.europa.eu/esco/skill/59c45c3e-c7f7-492a-b03b-b7b28d56f9dd,onkologische Hormontherapie,"Therapie, die bei der Behandlung von Krebs eingesetzt wird und das Hormonwachstum sowie die Auswirkungen von Krebs hemmt."
http://data.europa.eu/esco/skill/59c6dc6f-11d3-4e15-8009-e27292662b9e,Pferde züchten,"Betreiben einer geeigneten Umgebung für die Pferdezucht. Auswahl und Vorbereitung geeigneter Lebensräume für bestimmte Arten von Pferden. Überwachung des Wachstums und der Gesundheit des Pferdes und Gewährleistung einer korrekten Fütterung. Bestimmen, wann die Pferde für den Handel, die Ausbildung oder für andere Zwecke bereit sind.
   "
http://data.europa.eu/esco/skill/59cbf495-4939-4871-93de-a44fc3f33ce3,Kleinschiffe navigieren,"Navigation des Schiffes. Informiert sein über aktuelle nautische Veröffentlichungen, um eine sichere Navigation zu gewährleisten. Bestimmung der Position des Schiffes und ordnungsgemäße Verfolgung des Kurses, um die Sicherheit zu gewährleisten. Gewährleistung einer sicheren Navigation unter Einhaltung der Vorschriften, um Zusammenstöße, auf Grund laufen, Stranden und Meeresverschmutzung zu vermeiden. Interpretieren der Wetterberichte anhand der erhaltenen oder bereitgestellten Daten, um die Sicherheit des Schiffes zu gewährleisten. Verwendung von Radardaten. Kommunikation unter Einhaltung der Grundsätze des Seefunks."
http://data.europa.eu/esco/skill/59d50ec6-237f-4f65-a06b-7b449d55ff99,Lederwaren reparieren,"Anpassen, Behandeln, Reparieren und Ersetzen defekter Teile von Lederwaren wie Schuhen, Taschen und Handschuhen."
http://data.europa.eu/esco/skill/59dbeac8-de39-4b55-8671-f11e6092abe8,den Wäschebetrieb betreuen,"Führen des täglichen Betriebs eines Wäschelagers, einschließlich der Verteilung, der Instandhaltung, des Wechselns und der Lagerung von Wäsche."
http://data.europa.eu/esco/skill/59e2df68-7442-4306-92b9-116c48146cc3,Gebote in Vorwärtsauktionen abgeben,Erstellung und Abgabe von Geboten in Vorwärtsauktionen unter Berücksichtigung etwaiger besonderer Anforderungen wie z. B. der Kühlung von Waren oder der Beförderung potenziell gefährlicher Stoffe.
http://data.europa.eu/esco/skill/59ea80e1-463a-4dba-82c6-d0b6d577d532,technische Zeichnungen,"Zeichensoftware und die verschiedenen Symbole, Perspektiven, Maßeinheiten, Benennungssysteme, visuellen Stile und Seitenlayouts, die in technischen Zeichnungen verwendet werden."
http://data.europa.eu/esco/skill/59eb177a-2f30-4943-8b30-5f87dd51a80d,Lehrmethoden anwenden,"Anwendung verschiedener Ansätze, Lernstile und Programme für die Unterrichtung von Schülern und Studierenden, z. B. Vermittlung von Inhalten in Worten, die sie verstehen, Aufstellung von anzusprechenden Punkten für die Schaffung von Klarheit und bei Bedarf Wiederholung von Argumenten. Nutzung eines breiten Spektrums von Lehrmitteln und -methoden entsprechend dem Unterrichtsstoff, dem Niveau der Lernenden, den Zielen und den Prioritäten."
http://data.europa.eu/esco/skill/59f2dfec-ea06-4eb5-9e10-01578b2e8526,fortgeschrittene klinische Methoden in der Physiotherapie anbieten,Angebot fachlicher klinischer Beratung für einzelne Patienten oder Gruppen in Bezug auf die physiotherapeutische Diagnose und die Planung komplexer Eingriffe; Unterstützung anderer Physiotherapeuten bei der Planung der Behandlung von Patienten und im Hinblick auf die Rolle und Verantwortlichkeiten eines Fachphysiotherapeuten.
http://data.europa.eu/esco/skill/59fa75d2-b3bf-4929-9410-80c381861e08,Holzoberflächen lackieren,"Auftragen einer oder mehrerer Lackschichten auf eine Holzoberfläche, um sie zu beschichten. Verwendung einer Rolle und eines Pinsels für größere Oberflächen. Auftragen des Lacks auf die Rolle oder den Pinsel und gleichmäßiges Bestreichen der Oberfläche. Darauf achten, dass kein Schmutz oder keine Pinselhaare auf der Oberfläche verbleiben."
http://data.europa.eu/esco/skill/59fe85c4-8202-46ac-b6a5-e28ea25d1848,Prognosen für Buchführungskennzahlen erstellen,"Erstellung von Prognosen über die Entwicklung von Buchführungskennzahlen und Daten, die einen Einblick in die Finanzlage eines Unternehmens geben, um Analysen zu ermöglichen und potenzielle Risiken zu bewerten."
http://data.europa.eu/esco/skill/59ff54aa-0773-4413-851d-75b585227936,Routinewartung an Schiffsmotoren durchführen,"Durchführung der Routinewartung für alle Schiffsmotoren; Überwachen der Motoren, um sicherzustellen, dass sie innerhalb der normalen Betriebsparameter arbeiten."
http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04,eingehende Anrufe entgegennehmen,Beantwortung von Kundenanfragen und Kunden die entsprechenden Informationen liefern.
http://data.europa.eu/esco/skill/5a181485-2c17-49d4-a68b-3eb0d955f42c,Ernährungszustand von Patienten/Patientinnen prüfen,"Überprüfung der klinischen Daten eines Patienten, die durch ärztliche Überweisungen, Laborberichte und Patientenakten erlangt werden; Anhörung der Patienten, um relevante Informationen zu erhalten und ihren Ernährungszustand zu beurteilen.
	"
http://data.europa.eu/esco/skill/5a19182a-7f24-4b34-91ed-9c342787f821,mit Architekten zusammenarbeiten,"Erleichtern der Kommunikation und des Verständnisses zwischen Architekten und anderen Parteien wie Bauherren, Kunden und Auftragnehmern in Bezug auf die Planung von Bauvorhaben."
http://data.europa.eu/esco/skill/5a1b8a2b-53de-4827-be41-f0caffc40928,Hartwaren verkaufen,"Verkauf von Hartwaren, Gartengeräten, elektrischen Geräten, Sanitärbedarf usw. und Kunden detaillierte Informationen bereitstellen."
http://data.europa.eu/esco/skill/5a1c87f9-425d-4c7e-bd50-da213ee36939,Management von Störungen im Schienenverkehr,"Fundierte Kenntnis der Bedingungen, Ursachen und Auswirkungen von Störungen im Schienenverkehr oder Entgleisungen von Zügen und der Vorgänge im eingeschränkten Betrieb, einschließlich Aufgaben und Werkzeuge."
http://data.europa.eu/esco/skill/5a214c90-0c40-49f6-b512-4ff3a7cfc135,Verkaufsraumgestaltung,Grundlegende Kenntnisse in der Gestaltung von Verkaufsräumen zur Erzielung der optimalen Platzierung von Produkten.
http://data.europa.eu/esco/skill/5a234b3b-63b4-482f-b481-a1ff9d95bbf8,Büroausstattung,"Die angebotenen Büromaschinen und Büroausstattungen, ihre Funktionen, Eigenschaften sowie die rechtlichen und regulatorischen Auflagen."
http://data.europa.eu/esco/skill/5a23ed81-6c48-4631-a2a5-740f8079f50b,Supply-Chain-Logistik für Schuhwerk und Lederwaren planen,"Planung, Organisation und Überwachung von Logistik- und Supply-Chain-Aktivitäten auf der Grundlage der wichtigsten Ziele des Schuh- und Lederwarenunternehmens in Bezug auf Qualität, Kosten, Lieferung und Flexibilität."
http://data.europa.eu/esco/skill/5a29fbb3-3b5c-44f2-b07a-e84faa790088,sensorische Systeme warten,"Diagnose und Erkennung von Fehlfunktionen von Sensoren, Sensorsystemen und Produkten, die Sensoren verwenden, und bei Bedarf Entfernen, Ersetzen oder Reparieren dieser Bauteile. Durchführung einer präventiven Instandhaltung wie Lagerung der Bauteile in einer sauberen, staubfreien und nicht feuchten Umgebung."
http://data.europa.eu/esco/skill/5a362a03-c808-4e19-a387-226ccaf1c6a7,Vorgesetzte über militärische Operationen beraten,"Beratung in Bezug auf die strategischen Entscheidungen von Vorgesetzten über den Einsatz, die Taktik der Mission, die Ressourcenzuweisung oder andere Aspekte der militärischen Operation, um die Vorgesetzten dabei zu unterstützen, eine bessere Entscheidung zu treffen, und ihnen alle relevanten Informationen für eine militärische Operation oder für die allgemeine Funktion einer militärischen Organisation bereitzustellen."
http://data.europa.eu/esco/skill/5a3c7fa1-4f0d-4ede-8e5e-734a2afa5ca7,Lehrveranstaltung bewerben,"Bewerben und Vermarkten des Programms oder der von Ihnen gehaltenen Lehrveranstaltung gegenüber potenziellen Studierenden sowie der Bildungseinrichtung, an der Sie unterrichten, mit dem Ziel, die Zahl der Einschreibungen und die zugewiesenen Mittel zu maximieren."
http://data.europa.eu/esco/skill/5a42555c-ac51-4bc8-8b00-9ba2f251e919,künstlerische Teams zusammenstellen,"Zusammenstellen eines künstlerischen Teams nach Ermittlung des Bedarfs, Suche nach Kandidaten, Führen von Interviews und Abstimmung der Projektbedingungen."
http://data.europa.eu/esco/skill/5a42eaf5-93bb-4bca-8ebd-4d78e96e4929,Disziplin von Schülern/Schülerinnen aufrechterhalten,"Sicherstellen, dass die Schüler die an der Schule geltenden Vorschriften und Verhaltensregeln einhalten, und Ergreifen geeigneter Maßnahmen im Falle von Verstößen oder Fehlverhalten."
http://data.europa.eu/esco/skill/5a59dbb9-d2f9-420f-b169-3949460cc4ff,Handwerkstrends verfolgen,"Erforschung und Verfolgung von handwerklichen Trends, um mit aktuellen Designs und Marketingstrategien Schritt zu halten."
http://data.europa.eu/esco/skill/5a5adfe3-5afe-4a24-b9a8-cee8481995e7,Vertriebskanäle verwalten,Beobachtung von Vertriebskanälen im Hinblick auf die Bedürfnisse der Kunden.
http://data.europa.eu/esco/skill/5a676421-d33a-490f-8043-4f81224d3f47,Lernförderung anbieten,"Angebot der notwendigen Unterstützung für Schüler mit allgemeinen Lernschwierigkeiten beim Lesen, Schreiben und Rechnen, um das Lernen zu erleichtern, durch Einschätzung des Entwicklungsbedarfs und der Präferenzen des Schülers. Konzeption formaler und informeller Lernergebnisse und Bereitstellung von Materialien, die das Lernen und die Entwicklung erleichtern."
http://data.europa.eu/esco/skill/5a6ac2a6-6aa3-4b68-b2ef-b2491fb146c1,Walisisch schreiben,Verfassen schriftlicher Texte in walisischer Sprache.
http://data.europa.eu/esco/skill/5a6dda77-c09d-441a-8456-c6ca7e1bda06,Weigh-in-Motion-System,"Systeme, mit denen das Gewicht eines Fahrzeugs während des Überfahrens gemessen wird; wenn das Fahrzeug überladen oder die Ladung nicht im Gleichgewicht ist, kann ein Alarm ausgelöst werden."
http://data.europa.eu/esco/skill/5a70f4b8-0e70-4432-b052-6aa33345154f,Gefahren am Arbeitsplatz in Zahnarztpraxis minimieren,Verständnis und Umsetzung von Verfahren zur Minimierung von Gefahren am Arbeitsplatz in Zahnarztpraxen.
http://data.europa.eu/esco/skill/5a7174ed-57a4-4245-9de2-d5620f411a30,potenzielle Pflegeeltern evaluieren,"Befragung der potenziellen Pflegeeltern, Durchführung einer umfassenden Hintergrundprüfung in Bezug auf ihre medizinischen, finanziellen oder strafrechtlichen Akten, Besuche zu Hause zur Gewährleistung sicherer Lebensbedingungen für das Kind, das ihrer Obhut unterstellt werden soll, und Ziehen objektiver und fundierter Schlussfolgerungen."
http://data.europa.eu/esco/skill/5a7cc454-3a22-4144-8d7a-686d542f7327,Sicherheit in Industriegebäuden,"Sicherheitsverfahren, Merkmale, Aufgaben und Risiken in industriellen Bereichen wie Fabriken, Häfen, Lagerhallen und Bergwerken."
http://data.europa.eu/esco/skill/5a8d4d8c-ff64-4f82-945e-ec6f56e05cbe,Hygienemaßnahmen in landwirtschaftlichen Anlagen überwachen,"Sicherstellen, dass die Hygienemaßnahmen in landwirtschaftlichen Anlagen eingehalten werden, wobei die Vorschriften für spezifische Maßnahmenbereiche, z. B. Tiere, Pflanzen, lokale landwirtschaftliche Erzeugnisse usw., zu berücksichtigen sind."
http://data.europa.eu/esco/skill/5a927fa0-462e-4d54-ae12-97fd6ca45762,Selbstbeherrschung üben,"Angemessene Beherrschung der eigenen Gefühle, Bedürfnisse und Wünsche zugunsten von Teilnehmern, Kunden oder Kollegen."
http://data.europa.eu/esco/skill/5a9a6d45-f4e5-437a-8f2d-2671061917ea,Schnittmustergradieren,"Wissen, wie Muster genau geschnitten und gradiert werden, um die Größenreihen bei der Massenfertigung zu erhalten. Kenntnis, wie Ausschnitte, Knopflöcher, Nahtzugaben und andere technische Spezifikationen markiert werden. Vornahme von Anpassungen und Erhalt der endgültigen Schnittmuster, um festgestellte Probleme bei der Probe auszugleichen."
http://data.europa.eu/esco/skill/5aa4b603-6edd-45cf-a2f8-3d242e55f3bd,Grundlagen industriell gefertigter Kunst vermitteln,"Unterrichten von Schülern/Studierenden in Theorie und Praxis industriell gefertigter Kunst, d. h. Metall- und Holzbearbeitung, mit dem Ziel, sie bei der Verfolgung einer künftigen Karriere in diesem Bereich zu unterstützen, insbesondere in Kursen wie Zimmerei und Tischlerei, Metallbau und technisches Zeichnen."
http://data.europa.eu/esco/skill/5aa50c5b-066b-43d3-b361-f3a67d1d99ba,Zylinderleitungen anschließen,Verbinden der Leitungen zwischen den Zylindern und der Sammelleitung mithilfe eines Schraubenschlüssels.
http://data.europa.eu/esco/skill/5aa57bdc-5765-435e-8fc9-99b3febdb213,Personal einstellen,Durchführen des Verfahrens zur Einstellung von Personal – von der Ermittlung potenzieller Bewerber bis zur Beurteilung der Eignung ihrer Profile für die freie Stelle.
http://data.europa.eu/esco/skill/5aa79c4a-8b29-4d57-8723-b9a69ef0727e,Strategien für nukleare Notfälle entwickeln,"Entwicklung und Überwachung der Umsetzung von Strategien zur Verhinderung von Störungen, Fehlern und Kontaminationsrisiken bei Ausrüstung in kerntechnischen Anlagen, welche die Reaktionsmaßnahmen bei einem nuklearen Notfall beschreiben."
http://data.europa.eu/esco/skill/5aa90e70-f661-4c2d-aaa2-70ac38c1ace9,Konformität mit der Regierungspolitik prüfen,"Kontrollieren öffentlicher und privater Organisationen, um eine ordnungsgemäße Umsetzung und Einhaltung der für die Organisation geltenden Regierungspolitik sicherzustellen."
http://data.europa.eu/esco/skill/5aaf2780-04d7-4bbf-8b06-af36eafe8eba,warenwirtschaftliche Vorschriften,Die spezifischen Grundsätze und Techniken für die Bestimmung des erforderlichen Warenbestands.
http://data.europa.eu/esco/skill/5ab5301c-f32f-4688-91bb-adb92968187d,Hydrodesulfurierungsverfahren,Die zur Entfernung von Schwefel und Mercaptanen aus Kohlenwasserstoffprodukten verwendeten Techniken wie die katalytische Hydrodesulfurierung und das Merox-Verfahren.
http://data.europa.eu/esco/skill/5ab5e8f8-f99f-4f4f-874a-3a9e748ae44e,Kulturpflegearbeiten durchführen,"Planung und Überwachung der Pflanzung, der Düngung und der Schädlings- oder Unkrautbekämpfung."
http://data.europa.eu/esco/skill/5ac07f1a-6436-4103-b891-c59a7ac505f0,Bauprodukte,"Die angebotenen Baustoffe, ihre Funktionen und Eigenschaften sowie die rechtlichen und regulatorischen Auflagen."
http://data.europa.eu/esco/skill/5ac355f2-1d26-419b-9c7a-73dea4c9e506,Räumlichkeiten für Fellpflegedienste bereitstellen,Bereitstellung geeigneter Räumlichkeiten für Fellpflegedienste. Dazu gehören die Auswahl der Arten von Geräten und die Gewährleistung von Hygiene- und Biosicherheitsstandards.
http://data.europa.eu/esco/skill/5ac3a1b8-78d4-4f7d-b922-dad34595c975,Messer für Schneidevorgänge handhaben,"Handhabung verschiedener Arten von Messern und Schneidwerkzeugen, die beim Zerlegen und Entbeinen verwendet werden. Einsatz von Techniken zur Verwendung der Messer. Auswahl der richtigen Messer für die durchzuführende Arbeit. Sorgfältiger Umgang mit den Messern."
http://data.europa.eu/esco/skill/5acf6408-e084-4202-9442-ffcf0119811c,Bedrohungen der Sicherheit,"Arten von Bedrohungen der öffentlichen und privaten Sicherheit, wie z. B. unerlaubtes Eindringen, aggressives Verhalten, Belästigung, Raub, Diebstahl, Überfall, Entführung, Mord und öffentliche Demonstrationen."
http://data.europa.eu/esco/skill/5ad2c837-d032-4803-aa4a-322a54936636,Originalplattenherstellung,"Verfahren zur Erstellung der für die Herstellung von Compact Discs benötigten Form. Dieses Verfahren umfasst folgende Schritte: Polieren einer Glasplatte, Auftrag einer Grundierung und einer fotobeständigen Beschichtung, Trocknung in einem Ofen, Einätzung der Daten und Überzug mit einer dünnen Schicht aus Nickel und Vanadium."
http://data.europa.eu/esco/skill/5ad31f50-15ca-4940-8db3-2104c9b79d0b,als OP-Fachpflegekraft bei veterinärmedizinischen Eingriffen assistieren,Assistieren bei der sterilen Handhabung von Geräten und Material bei chirurgischen Eingriffen.
http://data.europa.eu/esco/skill/5ad68557-f1af-4b21-b968-e0e9427b95b3,Mikrofon benutzen,"Benutzen von Mikrofonen, um das Publikum bei einer Versammlung anzusprechen. Durchführen grundlegender technischer Operationen in Bezug auf Mikrofone für deren korrekte Nutzung."
http://data.europa.eu/esco/skill/5ae07007-1348-4068-ab55-e6f420fa3874,Kommunikationswissenschaften,"Praxis und Theorie von Kommunikationssystemen, Massenmedien, journalistischen Praktiken und persuasiver Kommunikation. Dazu gehören auch die empirischen Methoden, die von Kommunikationswissenschaftlern für den Erwerb von Daten eingesetzt werden, z. B. Interviews, Umfragen und Fokusgruppen."
http://data.europa.eu/esco/skill/5ae495c8-14a0-4854-90bb-d81476a614c5,forstwirtschaftliche Messungen durchführen,"Verwendung von Messgeräten wie Messstäben, um das Holzvolumen in einem Wald zu schätzen, dass geerntet werden kann, sowie die durchschnittliche Menge von Nutzholz oder Zellstoff, die ein durchschnittlicher Baum liefern kann.
   "
http://data.europa.eu/esco/skill/5ae6743f-8241-49f8-b447-0df43756cb1c,Audiosystem-Programme koordinieren,"Koordinierung der Anforderungen, Integration und Installation von Audiosystem-Programmen."
